x,x2,x3,d,quantity,x_c
19,364,6942,0,4662,-1
23,507,11414,1,5853,3
23,551,12922,1,5946,3
19,359,6802,0,2654,-1
27,744,20275,1,4433,7
18,309,5433,0,6190,-2
23,523,11972,1,5445,3
18,311,5477,0,3646,-2
19,366,7002,0,3544,-1
23,540,12547,1,5606,3
27,744,20292,1,5689,7
17,278,4644,0,4121,-3
28,774,21528,1,7101,8
22,482,10591,1,5646,2
24,561,13304,1,5251,4
19,355,6696,0,5662,-1
14,191,2649,0,4241,-6
21,441,9245,1,6424,1
24,561,13288,1,4892,4
21,447,9449,1,4554,1
22,463,9954,1,5118,2
13,159,2012,0,5923,-7
24,573,13702,1,6501,4
17,291,4975,0,5725,-3
12,147,1784,0,5436,-8
15,222,3317,0,3892,-5
16,270,4426,0,4849,-4
22,470,10179,1,4839,2
24,593,14433,1,4843,4
21,439,9205,1,5704,1
16,268,4377,0,5098,-4
17,306,5356,0,6964,-3
22,466,10059,1,5457,2
18,318,5671,0,7428,-2
20,390,7710,0,5268,0
16,272,4487,0,4391,-4
23,523,11951,1,5779,3
11,120,1308,0,4508,-9
16,254,4053,0,6510,-4
17,288,4890,0,2722,-3
13,160,2024,0,3813,-7
15,221,3275,0,4983,-5
31,973,30329,1,5161,11
26,674,17514,1,5420,6
12,149,1820,0,5559,-8
22,477,10423,1,4833,2
19,352,6615,0,5877,-1
23,521,11886,1,5838,3
10,103,1041,0,4690,-10
32,1032,33173,1,6625,12
16,241,3743,0,5581,-4
17,273,4506,0,4460,-3
23,543,12666,1,4406,3
17,292,4993,0,5054,-3
21,431,8938,1,7890,1
21,438,9174,1,5475,1
21,460,9858,1,5136,1
28,800,22620,1,5718,8
21,446,9427,1,4647,1
12,148,1796,0,6155,-8
20,400,7993,0,5444,0
18,324,5819,0,4911,-2
18,336,6169,0,3813,-2
22,472,10263,1,5601,2
18,310,5455,0,5107,-2
21,455,9693,1,3811,1
22,494,10993,1,5326,2
14,196,2734,0,6490,-6
13,168,2182,0,4189,-7
18,318,5662,0,4167,-2
28,757,20821,1,6453,8
18,329,5973,0,5605,-2
28,809,23018,1,6070,8
11,127,1431,0,6130,-9
14,201,2839,0,6498,-6
24,563,13351,1,4703,4
17,275,4561,0,4752,-3
27,739,20101,1,6735,7
25,616,15280,1,6371,5
23,515,11697,1,6807,3
24,560,13256,1,5051,4
10,100,1006,0,4254,-10
21,457,9772,1,7582,1
20,415,8449,1,4204,0
20,399,7983,0,3956,0
20,386,7581,0,4225,0
16,271,4454,0,4656,-4
31,972,30304,1,5866,11
22,506,11379,1,5985,2
9,73,622,0,4671,-11
22,473,10277,1,5035,2
18,325,5847,0,3849,-2
12,145,1751,0,4387,-8
21,455,9718,1,5096,1
30,889,26527,1,5796,10
25,610,15064,1,4918,5
19,352,6603,0,3492,-1
14,209,3019,0,5864,-6
22,481,10537,1,6238,2
16,241,3738,0,6670,-4
22,474,10308,1,4412,2
15,224,3363,0,5620,-5
26,670,17333,1,5433,6
21,438,9171,1,5389,1
11,124,1377,0,5127,-9
23,518,11774,1,4728,3
19,373,7206,0,6229,-1
26,690,18124,1,4673,6
18,336,6165,0,6824,-2
24,590,14324,1,6561,4
18,316,5629,0,4751,-2
21,430,8925,1,5137,1
23,521,11893,1,5390,3
20,406,8192,1,5962,0
19,365,6976,0,3241,-1
21,451,9570,1,7834,1
15,229,3473,0,4409,-5
22,487,10743,1,5844,2
30,882,26205,1,4921,10
16,259,4171,0,6402,-4
25,632,15873,1,2923,5
28,770,21349,1,6534,8
18,317,5635,0,5913,-2
30,904,27176,1,5741,10
20,388,7656,0,6067,0
23,531,12245,1,6760,3
26,658,16888,1,5033,6
16,253,4023,0,5125,-4
22,502,11262,1,4931,2
16,242,3764,0,5602,-4
23,544,12685,1,6149,3
16,251,3973,0,3032,-4
18,336,6172,0,4738,-2
28,776,21627,1,4739,8
22,498,11105,1,4944,2
13,157,1976,0,5074,-7
21,445,9373,1,5824,1
20,411,8324,1,6727,0
27,754,20710,1,2593,7
18,328,5938,0,5336,-2
19,351,6584,0,5058,-1
25,650,16556,1,5484,5
22,488,10777,1,5606,2
14,194,2702,0,5113,-6
18,340,6262,0,5517,-2
14,197,2767,0,4872,-6
16,244,3808,0,4553,-4
29,826,23745,1,5722,9
18,313,5550,0,5594,-2
30,878,25997,1,4945,10
16,256,4106,0,5108,-4
24,597,14604,1,6179,4
21,462,9920,1,4695,1
10,107,1111,0,4801,-10
28,769,21335,1,4179,8
23,509,11488,1,5264,3
21,434,9034,1,5370,1
25,645,16372,1,5429,5
26,675,17520,1,6108,6
11,127,1425,0,6592,-9
14,198,2793,0,4510,-6
15,229,3468,0,4248,-5
17,290,4934,0,4066,-3
23,552,12966,1,6111,3
30,892,26637,1,6469,10
19,365,6975,0,5357,-1
19,362,6878,0,4383,-1
22,506,11386,1,5807,2
10,92,876,0,5556,-10
14,185,2517,0,5692,-6
18,327,5920,0,3182,-2
20,406,8194,1,5094,0
17,296,5100,0,4887,-3
13,166,2146,0,2688,-7
26,656,16810,1,5362,6
25,642,16263,1,5551,5
24,562,13328,1,6415,4
19,373,7213,0,6209,-1
22,490,10853,1,5492,2
19,348,6504,0,3745,-1
22,489,10829,1,4733,2
23,517,11740,1,7135,3
27,708,18819,1,5243,7
18,313,5525,0,6940,-2
20,405,8141,1,4824,0
16,241,3735,0,6352,-4
25,623,15543,1,5999,5
17,276,4589,0,6474,-3
9,82,747,0,5890,-11
23,514,11651,1,7451,3
13,163,2083,0,6662,-7
18,309,5437,0,5507,-2
18,331,6024,0,5259,-2
10,109,1131,0,4112,-10
13,177,2362,0,5865,-7
20,412,8374,1,6118,0
19,352,6617,0,4611,-1
16,271,4470,0,4864,-4
15,222,3313,0,3602,-5
15,238,3668,0,3611,-5
26,688,18026,1,5607,6
21,437,9127,1,5942,1
15,233,3552,0,6691,-5
21,440,9216,1,5598,1
22,471,10222,1,5016,2
24,587,14207,1,5178,4
20,380,7421,0,5986,0
23,520,11861,1,4578,3
27,733,19852,1,4658,7
11,130,1482,0,5098,-9
27,722,19398,1,3847,7
15,235,3598,0,4992,-5
24,555,13083,1,5189,4
16,260,4197,0,5781,-4
19,354,6657,0,4251,-1
12,154,1920,0,2750,-8
13,166,2141,0,4536,-7
22,486,10706,1,5471,2
17,298,5135,0,5297,-3
17,290,4932,0,2557,-3
14,184,2503,0,4716,-6
13,173,2268,0,2545,-7
25,619,15416,1,5421,5
17,274,4547,0,4884,-3
22,493,10941,1,6258,2
25,628,15726,1,6658,5
26,657,16830,1,6269,6
16,244,3815,0,2702,-4
26,675,17520,1,5494,6
20,408,8254,1,7171,0
18,312,5516,0,4353,-2
27,742,20192,1,5748,7
24,576,13829,1,6098,4
22,468,10113,1,5995,2
12,149,1812,0,6580,-8
13,176,2337,0,5622,-7
19,364,6955,0,4714,-1
23,511,11549,1,4806,3
20,390,7691,0,4248,0
12,151,1848,0,5282,-8
18,316,5628,0,6256,-2
19,364,6958,0,6537,-1
24,568,13532,1,5179,4
26,661,16976,1,5792,6
25,642,16256,1,5494,5
26,679,17689,1,7073,6
21,432,8986,1,4404,1
24,591,14363,1,6104,4
18,311,5496,0,4386,-2
8,70,588,0,4435,-12
21,425,8774,1,5803,1
15,226,3402,0,4564,-5
23,511,11557,1,4796,3
22,470,10193,1,3332,2
18,316,5606,0,7123,-2
20,413,8395,1,6347,0
21,424,8724,1,5848,1
23,539,12513,1,6749,3
17,280,4683,0,4901,-3
19,348,6493,0,3370,-1
33,1083,35642,1,5232,13
22,500,11169,1,5428,2
13,181,2445,0,5122,-7
20,381,7449,0,5778,0
16,263,4258,0,5403,-4
8,64,513,0,4990,-12
17,280,4678,0,7069,-3
15,225,3372,0,5721,-5
29,847,24638,1,4825,9
17,289,4915,0,4951,-3
19,363,6922,0,4627,-1
14,210,3046,0,5109,-6
27,754,20711,1,1928,7
22,501,11225,1,5803,2
20,389,7678,0,4711,0
19,365,6976,0,4667,-1
9,82,746,0,5192,-11
13,163,2083,0,4897,-7
18,310,5463,0,5056,-2
13,173,2268,0,4451,-7
24,600,14691,1,7494,4
25,640,16199,1,3551,5
22,475,10364,1,4140,2
8,57,425,0,7030,-12
16,262,4246,0,3576,-4
13,171,2244,0,3355,-7
20,397,7906,0,4768,0
20,390,7690,0,4503,0
23,545,12731,1,6683,3
20,413,8383,1,5120,0
23,545,12731,1,4817,3
28,798,22559,1,5329,8
23,536,12419,1,3324,3
23,518,11787,1,6067,3
23,517,11754,1,6435,3
18,314,5555,0,3688,-2
20,391,7736,0,5856,0
18,324,5821,0,5754,-2
22,487,10731,1,6168,2
16,261,4220,0,3878,-4
18,318,5659,0,4218,-2
14,204,2919,0,5977,-6
24,554,13051,1,5234,4
26,657,16831,1,5253,6
17,298,5142,0,3946,-3
19,365,6984,0,4138,-1
16,262,4235,0,3323,-4
21,458,9803,1,5513,1
23,525,12046,1,6568,3
17,301,5216,0,3974,-3
25,624,15577,1,4560,5
23,514,11640,1,3878,3
17,301,5215,0,5190,-3
21,448,9495,1,7152,1
19,353,6645,0,3918,-1
20,391,7723,0,4885,0
21,437,9131,1,7160,1
14,201,2853,0,4212,-6
25,631,15858,1,4595,5
19,368,7069,0,5562,-1
18,319,5702,0,4974,-2
16,251,3983,0,4535,-4
15,229,3463,0,5426,-5
22,505,11344,1,5539,2
23,533,12320,1,6379,3
15,225,3375,0,2973,-5
13,166,2140,0,4823,-7
12,134,1545,0,5250,-8
27,718,19223,1,4823,7
21,435,9087,1,6145,1
11,128,1448,0,5496,-9
16,256,4095,0,3730,-4
21,431,8935,1,5223,1
13,181,2431,0,4151,-7
21,453,9645,1,4253,1
21,449,9515,1,6723,1
22,487,10757,1,4988,2
34,1123,37639,1,5081,14
13,170,2209,0,5791,-7
27,706,18768,1,3825,7
27,748,20449,1,6397,7
17,275,4555,0,5830,-3
27,755,20736,1,5669,7
17,299,5176,0,6630,-3
24,595,14508,1,4949,4
15,216,3183,0,5892,-5
15,223,3334,0,5323,-5
29,832,23991,1,4712,9
16,250,3942,0,7341,-4
19,348,6503,0,4046,-1
27,722,19415,1,6455,7
25,620,15439,1,5691,5
24,584,14122,1,5034,4
24,580,13977,1,5328,4
11,124,1381,0,4727,-9
18,328,5934,0,4356,-2
18,322,5788,0,5056,-2
23,520,11845,1,4029,3
28,759,20914,1,4199,8
18,327,5912,0,4915,-2
20,417,8531,1,6384,0
17,282,4730,0,6547,-3
16,266,4329,0,4329,-4
23,542,12608,1,5231,3
15,232,3538,0,3209,-5
20,394,7835,0,4825,0
22,490,10840,1,6328,2
16,248,3903,0,5028,-4
10,95,923,0,3655,-10
21,437,9130,1,6064,1
23,512,11569,1,4838,3
17,289,4918,0,6067,-3
17,305,5336,0,4376,-3
20,411,8338,1,6381,0
34,1131,38024,1,4453,14
13,170,2216,0,3383,-7
23,541,12590,1,4772,3
18,334,6106,0,4130,-2
9,89,833,0,4118,-11
34,1129,37953,1,3511,14
28,791,22266,1,4249,8
23,516,11721,1,4976,3
19,361,6852,0,4634,-1
13,172,2246,0,4363,-7
28,788,22141,1,2829,8
21,431,8939,1,4612,1
17,277,4614,0,4240,-3
22,495,11024,1,4911,2
14,209,3011,0,7160,-6
19,363,6927,0,5412,-1
30,920,27920,1,4766,10
21,448,9493,1,6929,1
21,457,9785,1,6059,1
15,234,3578,0,4895,-5
10,108,1121,0,4603,-10
19,376,7300,0,6631,-1
21,437,9123,1,7317,1
21,426,8798,1,4774,1
19,357,6752,0,4965,-1
19,343,6349,0,4389,-1
11,119,1295,0,4574,-9
18,312,5500,0,2878,-2
19,377,7320,0,3291,-1
12,143,1713,0,5542,-8
18,312,5523,0,4283,-2
18,323,5811,0,5157,-2
13,172,2263,0,2730,-7
17,303,5275,0,4918,-3
24,596,14561,1,5615,4
11,120,1309,0,4640,-9
23,522,11911,1,4216,3
24,589,14283,1,4558,4
24,578,13897,1,4754,4
22,479,10483,1,7258,2
22,497,11091,1,4945,2
19,351,6563,0,7450,-1
12,136,1578,0,6992,-8
20,396,7887,0,4932,0
20,390,7711,0,3469,0
14,195,2721,0,4008,-6
17,282,4732,0,5163,-3
17,289,4912,0,4985,-3
20,407,8202,1,5427,0
17,273,4519,0,6349,-3
26,656,16813,1,6557,6
20,387,7628,0,5883,0
21,439,9188,1,6297,1
18,337,6182,0,3140,-2
26,664,17128,1,6211,6
16,253,4016,0,6386,-4
22,485,10686,1,3605,2
16,268,4394,0,2571,-4
23,538,12486,1,5217,3
29,817,23343,1,4461,9
15,225,3379,0,6597,-5
12,146,1757,0,5224,-8
13,162,2063,0,5853,-7
15,218,3224,0,5603,-5
11,127,1427,0,4856,-9
18,329,5976,0,4360,-2
17,293,5005,0,4258,-3
29,832,23995,1,7079,9
18,317,5635,0,4192,-2
16,244,3801,0,4312,-4
23,507,11404,1,6602,3
23,541,12584,1,6555,3
20,384,7537,0,4571,0
22,482,10596,1,6356,2
19,348,6488,0,5227,-1
25,633,15918,1,5636,5
16,254,4039,0,3584,-4
17,274,4536,0,5430,-3
18,315,5595,0,6107,-2
20,404,8111,1,5407,0
11,125,1394,0,5684,-9
25,633,15917,1,5365,5
18,309,5422,0,4107,-2
17,300,5190,0,2953,-3
20,389,7665,0,4546,0
23,518,11790,1,5537,3
14,195,2733,0,4441,-6
20,408,8242,1,6991,0
22,495,11012,1,6556,2
19,366,7007,0,5464,-1
18,320,5716,0,4708,-2
23,519,11808,1,5530,3
20,394,7832,0,6306,0
21,449,9529,1,6423,1
19,363,6918,0,4921,-1
19,361,6857,0,5276,-1
23,513,11606,1,6652,3
27,731,19755,1,5921,7
27,730,19738,1,7660,7
18,313,5549,0,4485,-2
27,721,19377,1,4342,7
17,305,5322,0,4377,-3
18,320,5715,0,5183,-2
26,657,16838,1,4904,6
14,210,3047,0,6919,-6
22,478,10460,1,7216,2
15,226,3406,0,4159,-5
8,61,472,0,5647,-12
26,674,17481,1,4455,6
21,423,8702,1,5315,1
26,673,17459,1,5324,6
26,693,18250,1,6467,6
19,372,7187,0,6191,-1
24,568,13549,1,6424,4
21,449,9500,1,5710,1
27,709,18894,1,7045,7
17,298,5139,0,4669,-3
20,417,8507,1,6133,0
22,490,10848,1,7375,2
27,709,18862,1,6367,7
9,84,773,0,4033,-11
16,250,3949,0,5185,-4
9,78,690,0,4143,-11
20,394,7812,0,7197,0
24,598,14606,1,5320,4
19,364,6948,0,4400,-1
19,345,6397,0,4789,-1
22,475,10340,1,4805,2
22,499,11160,1,5905,2
28,766,21189,1,3750,8
22,504,11320,1,5262,2
23,524,11980,1,5080,3
27,714,19078,1,4244,7
16,250,3953,0,5193,-4
28,802,22716,1,7533,8
20,417,8502,1,5600,0
32,996,31442,1,4672,12
24,581,14015,1,4903,4
21,452,9605,1,3951,1
20,410,8314,1,8670,0
14,209,3024,0,5726,-6
16,258,4136,0,6163,-4
18,336,6168,0,4408,-2
17,299,5165,0,6518,-3
28,782,21852,1,4005,8
16,263,4266,0,4281,-4
17,295,5055,0,5432,-3
28,804,22795,1,4481,8
16,255,4068,0,4807,-4
26,656,16788,1,5078,6
13,173,2269,0,4449,-7
15,232,3539,0,4005,-5
25,636,16025,1,4086,5
22,472,10264,1,7014,2
16,242,3764,0,5409,-4
20,410,8317,1,7445,0
16,265,4312,0,6247,-4
24,572,13694,1,5363,4
27,756,20767,1,5501,7
27,718,19238,1,3622,7
18,338,6220,0,3607,-2
18,313,5541,0,5523,-2
23,521,11898,1,6499,3
26,651,16613,1,6546,6
8,72,609,0,3624,-12
25,639,16141,1,6027,5
22,505,11346,1,5363,2
15,211,3072,0,6068,-5
19,376,7303,0,4121,-1
14,183,2484,0,6563,-6
29,860,25210,1,5948,9
13,181,2440,0,5288,-7
21,450,9556,1,6353,1
18,332,6059,0,4114,-2
25,619,15410,1,5866,5
29,835,24149,1,6152,9
25,611,15088,1,3733,5
15,235,3613,0,5576,-5
16,248,3908,0,5509,-4
22,497,11073,1,5021,2
24,565,13445,1,4693,4
16,269,4424,0,5501,-4
17,281,4701,0,5440,-3
25,630,15830,1,5613,5
25,604,14857,1,4771,5
22,503,11278,1,3640,2
15,214,3125,0,4267,-5
18,331,6014,0,4042,-2
9,78,689,0,4365,-11
13,171,2234,0,3464,-7
17,281,4714,0,3679,-3
23,540,12555,1,4774,3
23,518,11800,1,6114,3
29,866,25464,1,4459,9
24,567,13494,1,6150,4
20,418,8560,1,5993,0
22,484,10663,1,5272,2
25,610,15075,1,5062,5
27,709,18868,1,7026,7
9,82,742,0,4632,-11
19,351,6571,0,5848,-1
20,399,7959,0,4434,0
22,468,10116,1,6582,2
20,393,7780,0,4819,0
25,645,16394,1,6751,5
13,171,2237,0,4948,-7
22,469,10155,1,5946,2
17,273,4503,0,4365,-3
23,515,11672,1,7796,3
17,302,5255,0,3609,-3
11,129,1457,0,4346,-9
19,379,7376,0,5069,-1
18,338,6209,0,6145,-2
19,360,6818,0,4768,-1
25,632,15875,1,6032,5
18,326,5878,0,4618,-2
20,391,7739,0,5429,0
22,500,11178,1,7019,2
23,524,12010,1,5740,3
23,511,11541,1,6122,3
25,647,16454,1,4133,5
18,322,5778,0,4998,-2
16,258,4134,0,6286,-4
18,322,5784,0,5950,-2
19,346,6425,0,4501,-1
15,230,3484,0,6593,-5
16,268,4388,0,4752,-4
21,437,9145,1,5848,1
17,295,5075,0,4447,-3
14,210,3040,0,4910,-6
22,464,9990,1,5618,2
18,329,5973,0,4934,-2
24,572,13666,1,5220,4
29,828,23808,1,6230,9
18,320,5734,0,4669,-2
16,264,4294,0,4031,-4
25,615,15234,1,5541,5
19,370,7127,0,3778,-1
17,299,5173,0,4454,-3
23,526,12048,1,6264,3
16,266,4339,0,6042,-4
21,440,9215,1,7331,1
11,127,1425,0,4476,-9
20,381,7438,0,5139,0
22,500,11180,1,3540,2
24,572,13667,1,5938,4
11,116,1244,0,5288,-9
16,260,4195,0,5212,-4
23,541,12575,1,4924,3
9,80,717,0,4556,-11
16,241,3739,0,4345,-4
17,287,4871,0,4194,-3
21,432,8966,1,5456,1
29,835,24133,1,6546,9
24,579,13933,1,5124,4
14,191,2642,0,4097,-6
22,499,11132,1,5873,2
28,760,20937,1,5465,8
23,525,12042,1,4755,3
12,136,1580,0,6062,-8
21,438,9153,1,6085,1
14,202,2878,0,7111,-6
28,803,22773,1,5456,8
21,444,9359,1,6564,1
17,291,4955,0,5680,-3
21,460,9858,1,6176,1
21,438,9171,1,6049,1
24,579,13917,1,6801,4
20,381,7441,0,3685,0
22,501,11203,1,4739,2
23,532,12276,1,5727,3
15,213,3112,0,5673,-5
25,644,16351,1,5518,5
25,605,14888,1,6985,5
20,417,8513,1,6496,0
19,350,6543,0,3494,-1
21,423,8691,1,3303,1
19,360,6842,0,4145,-1
22,466,10047,1,6339,2
17,275,4569,0,5305,-3
24,577,13877,1,6478,4
22,465,10018,1,6901,2
24,595,14521,1,5915,4
17,303,5280,0,4984,-3
12,137,1597,0,5446,-8
15,233,3567,0,5189,-5
29,814,23225,1,5513,9
15,215,3151,0,4516,-5
27,713,19046,1,5948,7
15,236,3621,0,5725,-5
23,530,12215,1,7371,3
13,165,2127,0,6017,-7
41,1644,66684,1,4735,21
21,432,8965,1,6908,1
16,246,3866,0,4598,-4
18,311,5486,0,3692,-2
19,353,6626,0,5529,-1
17,288,4897,0,6313,-3
22,480,10516,1,5703,2
17,297,5110,0,4998,-3
18,318,5660,0,5105,-2
23,552,12958,1,4953,3
22,492,10902,1,5938,2
15,210,3054,0,3665,-5
18,317,5646,0,6215,-2
23,510,11515,1,7903,3
21,441,9252,1,5000,1
22,496,11038,1,6694,2
23,532,12260,1,6658,3
28,769,21336,1,5717,8
26,685,17916,1,5535,6
15,220,3271,0,3226,-5
13,175,2317,0,3201,-7
19,349,6534,0,3676,-1
23,540,12534,1,5887,3
11,111,1166,0,5688,-9
17,277,4612,0,5592,-3
27,746,20373,1,5580,7
22,472,10250,1,6668,2
29,870,25671,1,4631,9
25,605,14896,1,5098,5
20,400,7995,0,5623,0
21,442,9283,1,7411,1
26,663,17064,1,7189,6
19,361,6851,0,4602,-1
15,240,3719,0,4799,-5
25,642,16274,1,4284,5
21,448,9495,1,5889,1
15,238,3675,0,4950,-5
31,934,28541,1,6700,11
13,168,2168,0,6240,-7
20,382,7473,0,3956,0
20,396,7881,0,5935,0
20,418,8560,1,4980,0
21,425,8759,1,4074,1
23,526,12058,1,5070,3
12,134,1554,0,6640,-8
21,427,8829,1,6025,1
7,53,384,0,2823,-13
21,461,9914,1,5552,1
28,801,22682,1,5465,8
15,213,3107,0,3094,-5
14,197,2755,0,4664,-6
18,332,6054,0,6386,-2
11,120,1308,0,4252,-9
14,207,2978,0,2958,-6
19,349,6516,0,5041,-1
13,157,1972,0,5213,-7
16,265,4324,0,5251,-4
11,127,1429,0,5845,-9
19,361,6866,0,5668,-1
27,715,19129,1,4365,7
14,199,2799,0,3854,-6
25,621,15474,1,5971,5
21,428,8858,1,4161,1
21,452,9622,1,5942,1
25,647,16443,1,6020,5
14,183,2472,0,4250,-6
22,473,10272,1,6363,2
16,263,4270,0,5460,-4
15,233,3546,0,4969,-5
18,323,5801,0,6117,-2
20,388,7648,0,5686,0
15,223,3340,0,6013,-5
21,462,9919,1,4866,1
12,146,1767,0,6518,-8
19,379,7371,0,6579,-1
18,308,5400,0,4855,-2
26,653,16671,1,6836,6
29,831,23937,1,6032,9
11,132,1510,0,4658,-9
19,360,6836,0,4879,-1
19,352,6600,0,2433,-1
21,461,9901,1,7512,1
14,210,3044,0,4176,-6
20,410,8290,1,6720,0
18,323,5794,0,5872,-2
17,276,4585,0,5574,-3
26,683,17847,1,6262,6
22,506,11366,1,5820,2
20,415,8465,1,5311,0
19,361,6847,0,3949,-1
25,623,15543,1,5153,5
13,161,2050,0,5385,-7
18,307,5391,0,3526,-2
18,311,5480,0,2360,-2
23,537,12445,1,5695,3
11,113,1197,0,4880,-9
25,650,16570,1,5417,5
29,834,24103,1,5192,9
19,345,6406,0,6380,-1
25,642,16280,1,5670,5
15,227,3412,0,4586,-5
20,401,8029,1,5935,0
21,459,9823,1,6155,1
21,448,9487,1,5420,1
23,516,11709,1,7214,3
18,327,5902,0,4006,-2
23,533,12311,1,4924,3
26,692,18218,1,4138,6
25,609,15043,1,6269,5
16,243,3786,0,3841,-4
9,78,684,0,4292,-11
17,286,4824,0,6295,-3
5,22,107,0,4510,-15
24,589,14298,1,5553,4
25,603,14817,1,5318,5
26,670,17351,1,4465,6
13,178,2385,0,8032,-7
21,426,8790,1,6155,1
17,304,5289,0,4101,-3
25,606,14909,1,4762,5
17,279,4661,0,6271,-3
19,369,7096,0,7526,-1
9,79,708,0,3256,-11
18,324,5834,0,4748,-2
15,214,3135,0,3746,-5
23,517,11759,1,6930,3
16,265,4313,0,4822,-4
21,429,8897,1,6674,1
24,555,13087,1,5704,4
26,698,18424,1,4281,6
24,584,14126,1,4081,4
13,157,1965,0,6308,-7
14,210,3043,0,3805,-6
32,1011,32153,1,4950,12
19,356,6710,0,6017,-1
15,218,3221,0,4879,-5
27,743,20249,1,4375,7
26,659,16911,1,5147,6
20,384,7536,0,4854,0
25,610,15080,1,6443,5
14,193,2672,0,5418,-6
14,208,3003,0,5906,-6
20,418,8553,1,5923,0
29,812,23158,1,5523,9
26,656,16785,1,3828,6
19,369,7090,0,4066,-1
21,434,9046,1,6562,1
20,399,7976,0,5693,0
26,668,17280,1,5616,6
14,198,2782,0,5310,-6
18,321,5764,0,3125,-2
27,749,20509,1,7518,7
27,705,18730,1,6245,7
25,632,15883,1,5659,5
18,313,5538,0,4039,-2
14,186,2533,0,4636,-6
15,228,3433,0,4493,-5
15,222,3306,0,7456,-5
28,786,22050,1,6488,8
27,726,19544,1,6338,7
21,421,8647,1,6192,1
20,405,8161,1,5393,0
19,344,6375,0,3933,-1
20,392,7759,0,5337,0
29,843,24486,1,6075,9
21,456,9752,1,4680,1
20,400,8014,1,5893,0
13,162,2064,0,4131,-7
21,429,8873,1,3588,1
12,140,1651,0,4323,-8
21,433,9005,1,5365,1
13,173,2270,0,6341,-7
21,445,9393,1,6153,1
20,408,8228,1,5823,0
26,673,17470,1,5206,6
14,209,3025,0,5737,-6
25,603,14822,1,5191,5
25,627,15683,1,5055,5
21,444,9369,1,5823,1
25,627,15708,1,4334,5
14,194,2704,0,4858,-6
28,793,22341,1,5046,8
18,320,5722,0,4594,-2
28,785,21985,1,5072,8
17,286,4844,0,4922,-3
19,375,7269,0,6135,-1
25,601,14735,1,5297,5
18,310,5453,0,5291,-2
28,780,21776,1,2639,8
23,546,12759,1,6332,3
19,357,6748,0,6044,-1
25,601,14719,1,4793,5
18,316,5627,0,4120,-2
21,451,9592,1,4975,1
19,369,7096,0,5027,-1
7,52,377,0,4606,-13
20,402,8074,1,5756,0
28,783,21917,1,6570,8
18,321,5762,0,3749,-2
27,754,20685,1,4889,7
27,746,20362,1,5414,7
22,468,10121,1,4386,2
17,303,5277,0,4640,-3
12,154,1918,0,3350,-8
24,568,13527,1,4661,4
20,384,7530,0,5756,0
18,312,5516,0,5437,-2
11,121,1336,0,4802,-9
14,193,2675,0,5916,-6
20,393,7780,0,4182,0
29,860,25207,1,6626,9
25,636,16042,1,6687,5
20,382,7470,0,4007,0
20,395,7849,0,5538,0
23,514,11647,1,5664,3
18,329,5966,0,5754,-2
22,482,10568,1,4317,2
20,396,7867,0,3773,0
24,568,13545,1,5232,4
20,387,7625,0,5166,0
13,176,2338,0,5444,-7
26,696,18356,1,6230,6
22,485,10688,1,6862,2
25,646,16403,1,4348,5
23,512,11595,1,7171,3
17,272,4498,0,4217,-3
16,253,4034,0,4133,-4
18,338,6205,0,5119,-2
21,451,9571,1,3970,1
25,616,15283,1,5193,5
16,266,4347,0,5646,-4
24,564,13397,1,5862,4
9,83,751,0,5481,-11
18,306,5365,0,4640,-2
21,446,9412,1,3003,1
24,581,14013,1,6336,4
14,201,2840,0,3057,-6
16,250,3947,0,5365,-4
22,489,10815,1,5040,2
28,806,22896,1,4972,8
27,737,20016,1,3740,7
16,254,4049,0,5552,-4
23,540,12547,1,5908,3
15,220,3258,0,6343,-5
23,552,12962,1,3483,3
25,646,16422,1,3836,5
22,505,11342,1,6325,2
24,558,13168,1,6649,4
23,531,12220,1,7166,3
13,180,2413,0,6432,-7
21,458,9815,1,5840,1
25,635,15991,1,4625,5
27,741,20175,1,6909,7
30,895,26795,1,5266,10
24,562,13306,1,5648,4
18,315,5603,0,5087,-2
20,384,7527,0,3098,0
13,181,2440,0,4266,-7
15,216,3173,0,5725,-5
12,155,1938,0,5020,-8
24,562,13315,1,6780,4
27,726,19577,1,5246,7
22,498,11110,1,5007,2
12,150,1845,0,5137,-8
13,164,2096,0,4398,-7
21,422,8667,1,4757,1
21,425,8754,1,4836,1
20,406,8166,1,5160,0
20,391,7724,0,4692,0
17,294,5031,0,5973,-3
19,370,7113,0,6243,-1
28,769,21328,1,3062,8
29,856,25038,1,6207,9
17,297,5111,0,5124,-3
14,203,2900,0,6505,-6
19,363,6921,0,5023,-1
25,618,15361,1,4419,5
15,226,3404,0,6788,-5
16,262,4247,0,3391,-4
25,633,15924,1,5054,5
14,202,2878,0,5145,-6
19,344,6375,0,5785,-1
17,286,4833,0,3874,-3
17,272,4497,0,5848,-3
21,432,8975,1,7196,1
18,326,5891,0,4046,-2
17,285,4811,0,4180,-3
20,411,8319,1,4823,0
20,393,7788,0,4146,0
23,507,11420,1,6604,3
21,447,9455,1,6523,1
21,437,9149,1,2899,1
25,604,14841,1,5276,5
13,169,2199,0,4335,-7
24,564,13394,1,4962,4
21,443,9328,1,4968,1
13,159,2005,0,5018,-7
22,466,10061,1,6312,2
22,473,10295,1,3736,2
25,632,15873,1,5522,5
12,143,1708,0,4160,-8
